Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,104.83999633789062,104.9800033569336,103.06999969482422,103.7300033569336,103.7300033569336,1279700
2021-01-05,103.22000122070312,105.33000183105469,103.0,104.83000183105469,104.83000183105469,858100
2021-01-06,103.79000091552734,107.28500366210938,103.79000091552734,106.23999786376953,106.23999786376953,1480300
2021-01-07,106.81999969482422,108.80000305175781,106.5199966430664,108.56999969482422,108.56999969482422,1824500
2021-01-08,109.36000061035156,112.7699966430664,109.36000061035156,112.48999786376953,112.48999786376953,1215400
2021-01-11,112.5,115.80999755859375,111.44000244140625,115.4000015258789,115.4000015258789,874500
2021-01-12,115.44000244140625,117.61000061035156,115.0199966430664,115.69000244140625,115.69000244140625,814100
2021-01-13,115.86000061035156,117.29000091552734,114.7300033569336,114.75,114.75,870000
2021-01-14,115.13999938964844,116.04299926757812,113.63999938964844,115.23999786376953,115.23999786376953,694200
2021-01-15,115.01000213623047,115.73999786376953,113.7699966430664,115.5,115.5,808100
2021-01-19,117.30000305175781,119.97000122070312,116.54000091552734,119.83000183105469,119.83000183105469,1025700
2021-01-20,119.87999725341797,120.18000030517578,118.16000366210938,119.66999816894531,119.66999816894531,861200
2021-01-21,119.69999694824219,119.97000122070312,117.54000091552734,118.27999877929688,118.27999877929688,709600
2021-01-22,117.87999725341797,118.51000213623047,116.08000183105469,116.81999969482422,116.81999969482422,914800
2021-01-25,117.16999816894531,117.8949966430664,114.25,115.7300033569336,115.7300033569336,831000
2021-01-26,116.05000305175781,116.77999877929688,112.54000091552734,113.3499984741211,113.3499984741211,913200
2021-01-27,110.30999755859375,111.5,107.70999908447266,109.55000305175781,109.55000305175781,957800
2021-01-28,111.08000183105469,115.98999786376953,110.55999755859375,114.88999938964844,114.88999938964844,1072300
2021-01-29,114.3499984741211,116.37999725341797,113.26000213623047,115.05000305175781,115.05000305175781,1150100
2021-02-01,116.91000366210938,119.31999969482422,116.1500015258789,117.48999786376953,117.48999786376953,1259800
2021-02-02,122.19999694824219,124.4800033569336,117.7300033569336,117.7300033569336,117.7300033569336,1505300
2021-02-03,118.9000015258789,119.05000305175781,112.54000091552734,113.83000183105469,113.83000183105469,1077600
