Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,210.8442840576172,37130100
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,211.0476531982422,23823000
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,205.57534790039062,35930700
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,211.4253692626953,27694500
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,212.71359252929688,22956200
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,217.49000549316406,210.65054321289062,23031300
2021-01-12,216.5,217.10000610351562,213.32000732421875,214.92999267578125,208.1710662841797,23249300
2021-01-13,214.02000427246094,216.75999450683594,213.92999267578125,216.33999633789062,209.5367431640625,20087100
2021-01-14,215.91000366210938,217.4600067138672,212.74000549316406,213.02000427246094,206.32113647460938,29480800
2021-01-15,213.52000427246094,214.50999450683594,212.02999877929688,212.64999389648438,205.96278381347656,31746500
2021-01-19,213.75,216.97999572753906,212.6300048828125,216.44000244140625,209.6335906982422,30480900
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,217.28517150878906,37777300
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,217.8953399658203,30709400
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,218.8445281982422,30172700
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,222.31195068359375,33152100
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,225.02392578125,49169600
2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,225.57594299316406,69870600
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,231.41635131835938,49111200
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,224.66552734375,42503100
2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,232.11370849609375,33314200
